load,method,snapshot,class,admitted_traffic,demand,fulfill_ratio,oracle_admitted_traffic,norm_fulfill,raw_mlu,oracle_mlu,normalized_mlu,disabled_flow,admitted_capacity_ratio
2x,Hattrick,418,Medium,21.976285934448242,34.75883483886719,0.6322503685951233,23.17916488647461,0.9481051564216614,1.0,2.6430916786193848,0.3783448040485382,0.0,1.0
2x,Hattrick,419,Medium,22.725805282592773,35.06664276123047,0.648074746131897,24.024696350097656,0.9459351897239685,1.0000001192092896,2.5397067070007324,0.3937462866306305,0.0,1.0000001192092896
2x,Hattrick,420,Medium,22.098739624023438,34.48597717285156,0.6408036351203918,23.12346649169922,0.9556845426559448,1.0,2.3111889362335205,0.4326777458190918,0.0,1.0
2x,Hattrick,421,Medium,22.05527114868164,33.805973052978516,0.6524075269699097,23.19887924194336,0.9507041573524475,1.0,2.302114725112915,0.43438321352005005,0.0,1.0
2x,Hattrick,422,Medium,22.446125030517578,32.99626541137695,0.680262565612793,23.474597930908203,0.9561878442764282,1.0000001192092896,2.4001431465148926,0.41664186120033264,0.0,1.0000001192092896
2x,Hattrick,423,Medium,21.792795181274414,32.084327697753906,0.6792349219322205,22.844356536865234,0.9539684653282166,1.0000001192092896,2.390432834625244,0.41833433508872986,0.0,1.0000001192092896
2x,Hattrick,424,Medium,21.42428207397461,32.78163528442383,0.6535452604293823,22.507335662841797,0.9518799781799316,1.0,2.338557481765747,0.4276140332221985,0.0,1.0
2x,Hattrick,425,Medium,21.877864837646484,33.00126647949219,0.6629401445388794,22.828128814697266,0.9583731293678284,1.0000001192092896,2.32155704498291,0.4307454526424408,0.0,1.0000001192092896
2x,Hattrick,426,Medium,21.793773651123047,33.52149200439453,0.6501433253288269,22.798316955566406,0.9559378027915955,1.0000001192092896,2.3546719551086426,0.4246876537799835,0.0,1.0000001192092896
2x,Hattrick,427,Medium,21.635713577270508,33.20214080810547,0.6516361236572266,22.58547592163086,0.9579480886459351,1.0000001192092896,2.4101438522338867,0.41491302847862244,0.0,1.0000001192092896
2x,Hattrick,428,Medium,21.604907989501953,31.912839889526367,0.6769973635673523,22.453231811523438,0.962218165397644,0.9999998807907104,2.245164632797241,0.4454015791416168,0.0,0.9999998807907104
2x,Hattrick,429,Medium,21.48309898376465,31.661396026611328,0.6785265803337097,22.081512451171875,0.9728997945785522,1.0000001192092896,2.2151312828063965,0.45144057273864746,0.0,1.0000001192092896
2x,Hattrick,430,Medium,22.10797691345215,31.4218807220459,0.7035853862762451,22.866683959960938,0.9668204188346863,1.000000238418579,2.185077667236328,0.45764973759651184,0.0,1.000000238418579
2x,Hattrick,431,Medium,21.749977111816406,31.215499877929688,0.6967685222625732,22.658859252929688,0.9598884582519531,1.0,2.2422845363616943,0.4459737241268158,0.0,1.0
2x,Hattrick,400,Low,6.103019714355469,10.242643356323242,0.5958442091941833,5.4825439453125,1.113173007965088,1.0,3.549931049346924,0.2816956043243408,0.0,1.0
2x,Hattrick,401,Low,5.506463050842285,9.409786224365234,0.5851846933364868,4.672523498535156,1.1784772872924805,1.0000003576278687,3.9189224243164062,0.2551722824573517,0.0,1.0000003576278687
